ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS,,,
913,351535.60,7396306.13,355030837000019,3550308005202,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,ITAQUERA/CIDADE LIDER - SUVIS,"GREGORIO RAMALHO,R,103",V. CARMOSINA,61743833.000000,08210-430,2815478,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
914,355789.61,7395567.79,355030831000035,3550308005265,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,GUAIANASES - SUVIS,"HIPOLITO DE CAMARGO,R,180",V. LOURDES,65532833.000000,08410-030,3019926,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
915,357612.02,7399775.93,355030836000063,3550308005249,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,ITAIM PAULISTA/CURUCA - SUVIS,"JOAO CARLOS LEITE PENTEADO,R,140",ITAIM PAULISTA,65667747.000000,8120200.000000,2752476,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
916,322392.57,7382688.53,355030846000194,3550308005229,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD CELESTE - UBS,"JOAO FERNANDES CAMISA NOVA JR.,R,865",JD CELESTE,58178387.000000,4913120.000000,5079454.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
917,347654.40,7387960.98,355030876000172,3550308005209,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,JD SAPOPEMBA-UBS,"JOAO LOPES DE LIMA,R,1151",JD SAPOPEMBA,61196305.000000,3975130,2787822.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
918,332080.03,7389118.05,355030877000177,3550308005047,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,APAE SAO PAULO,"LOEFGREEN,R,2109",V. CLEMENTINO,50807005.000000,4040033.000000,2091593.000000,4,Privado,5,ASSOCIACAO PAIS AMIGOS EXCEPCIONAIS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS ,0,,,
919,355791.87,7394001.48,355030831000169,3550308005264,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,JD S CARLOS - CEO,"MACABU,R,35",JD. SAO CARLOS,25577021.000000,8411470.000000,4050312.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
920,357576.37,7389724.62,355030825000161,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CIDADE TIRADENTES - SUVIS,"MANUEL MOSCOSO,R,15",CIDADE TIRADENTES,62855011.000000,8470570.000000,3355020,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
921,335865.71,7390436.29,355030834000009,3550308005019,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,IPIRANGA/SACOMA - SUVIS,"MARCHETTI,PE,R,557",IPIRANGA,62154268.000000,4266000.000000,2752468,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
922,329976.17,7382925.91,355030822000185,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,CIDADE ADEMAR - SUVIS,"MARIA CUOFONO SALZANO,R,185",JD. SANTO ANTONINHO,55636520.000000,4368060.000000,2086786,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
923,347981.20,7390310.11,355030873000102,3550308005154,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,SAO MATEUS - CENTRO DIAGNOSTICO IMAGEM,"MATEO BEI,R,838",SAO MATEUS,69190697.000000,3949001.000000,3219852.000000,1,Municipal,15,CENTRO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0,,,
924,343598.25,7398794.08,355030818000154,3550308005073,18,CANGAIBA,21,PENHA,Leste,Leste 1,CHACARA CRUZEIRO DO SUL - AMA,"MERCEDES LOPES,R,989",CH-CARA CRUZEIRO DO SUL,66470031.000000,3614000.000000,3738736.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
925,343598.25,7398794.08,355030818000154,3550308005073,18,CANGAIBA,21,PENHA,Leste,Leste 1,CHACARA CRUZEIRO DO SUL - UBS,"MERCEDES LOPES,R,989",CH-CARA CRUZEIRO DO SUL,66470031.000000,3614000.000000,6194990.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
926,320655.16,7385945.67,355030817000055,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD OLINDA - UBS,"PEDRO RODRIGUES MARQUES,R, 131/135",JD. ANA MARIA,58429626.000000,5757250.000000,3956946,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
927,349598.83,7400398.63,355030828000052,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ERMELINO MATARAZZO - SUVIS,"RODRIGO DE BRUM,AL,1989",V. PARANAGUA,29439944.000000,3807230.000000,2752433,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
928,332405.76,7381197.49,355030822000166,3550308005166,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V CLARA - AMA,"ROLANDO CURTI,R,701",V. CLARA,56236883.000000,4414000.000000,6143288.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
929,332405.76,7381197.49,355030822000166,3550308005166,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V CLARA - UBS,"ROLANDO CURTI,R,701",V. CLARA,56236883.000000,4414000.000000,3708411,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
930,351784.30,7388322.67,355030833000073,3550308005306,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD CONQUISTA III-AMA,"SOMOS TODOS IGUAIS,R, 330",S+O MATEUS,67342079.000000,8343000.000000,6135412.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
931,351784.30,7388322.67,355030833000073,3550308005306,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD CONQUISTA III-UBS,"SOMOS TODOS IGUAIS,R, 330",S+O MATEUS,67342079.000000,08343000,3738647.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
933,336916.33,7394585.51,355030853000057,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,CITY JARAGUA - UBS,"TAIPAS,ESTRADA DE (ESQ. R PAULO ARENTINO)1648",JARAGUA,39284976.000000,2991000.000000,3738582,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
934,336916.33,7394584.74,355030853000057,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA - SUVIS,"TAQUARI,549,1¼ AND",MOOCA,66920331.000000,3166000.000000,2789337.000000,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
935,358449.77,7401564.29,355030836000202,3550308005250,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,TEXIMA -AMA,"TITO, MAL,AV,6577",ITAIM PAULISTA,65683354.000000,5051001.000000,3758834,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
937,319108.42,7380764.47,355030819000016,3550308005232,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CAPAO REDONDO - AMA ESPECIALIDADES,"SANTANA,COM,AV,774",JD. BOA ESPERANCA,58742846.000000,5666000.000000,6194974.000000,1,Municipal,49,AMA ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,
938,319108.42,7380764.47,355030819000016,3550308005232,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CAPAO REDONDO - AMA,"SANTANA,COM,AV,774",JD. BOA ESPERANCA,58742846.000000,5666000.000000,6218830.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
939,320915.60,7382632.45,355030846000224,3550308005229,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,PQ STO ANTONIO - CEO,"MANUEL BORDALO PINHEIRO,R,100",PQ SANTO ANTONIO,55114229.000000,5850230.000000,2788454.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
940,320809.29,7403995.60,355030842000150,3550308005185,42,JARAGUA,2,PIRITUBA,Norte,Norte 2,ALDEIA JARAGUA - KWARAY DJEKUPE-UBS,"ESTRADA TURISTICA DO JARAGUA,3750",JARAGU-,39413457.000000,5754071.000000,5357861.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
941,321981.12,7383028.97,355030846000227,3550308005229,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,BRASILIA - M'BOI UBS,"MAPORE,R,352",JD. S+O LUIZ,55118717.000000,5846390.000000,5313902,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
942,322187.96,7382341.35,355030846000093,3550308005224,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD SAO LUIS - AMA ESPECIALIDADES,"LUIS ANTONIO VERNEY,R,98",JD S+O LUIS,55111153.000000,5846380.000000,6200389.000000,1,Municipal,49,AMA ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,
943,323895.37,7402055.55,355030863000002,3550308005113,63,PIRITUBA,2,PIRITUBA,Norte,Norte 2,"JOSE SOARES HUNGRIA,DR -  AMA PIRITUBA","MENOTTI LAUDIZIO,AV,100",PIRITUBA,39747000.000000,2945000,6146341.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
944,326312.41,7397610.56,355030848000107,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,LAPA - URSI,"ROMA,R,466",LAPA,36752464.000000,,2751941,1,Municipal,17,UNIDADE DE REFERENCIA SAUDE DO IDOSO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
945,328170.77,7371824.46,355030830000013,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"MILTON ALDRED,DR-CEO","SAO CAETANO DO SUL,R,381",GRAJAU,59322015.000000,4840230,2751909.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
947,331319.42,7396607.58,355030869000001,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,"HUMBERTO PASCALI,DR STA CECILIA - AMA ESPECIALIDADES","VITORINO CARMILO,R,599",CAMPOS ELISEOS,38260096.000000,1153000.000000,6138314.000000,1,Municipal,49,AMA ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,
948,331319.42,7396607.58,355030869000001,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,SE - URSI,"VITORINO CARMILO,R,599",CAMPOS ELISEOS,38260096.000000,1153000.000000,2752336.000000,1,Municipal,17,UNIDADE DE REFERENCIA SAUDE DO IDOSO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
949,332153.66,7383147.10,355030838000337,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,"ARTHUR RIBEIRO SABOYA,DR-AMA (JABAQUARA)","DALTRO FILHO,GAL,AV,S/N",JABAQUARA,50135300.000000,,6165478.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
950,332935.56,7383326.54,355030838000094,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,JABAQUARA - CEO,"ARMANDO DE ARRUDA PEREIRA,AV,ENG.2944",V DO ENCONTRO,55882366.000000,4308001.000000,2042991.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
951,333268.70,7389733.72,355030890000056,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,ADYR AMARAL GURGEL-CO,"SAO SAMUEL,R,70",VILA MARIANA,55494449.000000,4120030.000000,5375711.000000,1,Municipal,24,CLINICA ODONTOLOGICA ,1,AMBULATORIOS ESPECIALIZADOS,0,,,
952,333797.74,7394537.14,355030878000003,3550308005001,78,SE,9,SE,Centro,Centro,SE - AMA,"FREDERICO ALVARENGA,R,259",PQ DOM PEDRO,31018841.000000,1220030.000000,5975220.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
953,333797.74,7394537.14,355030878000003,3550308005001,78,SE,9,SE,Centro,Centro,SERVIÃO DIAGNËSTICO IMAGEM - SE,"FREDERICO ALVARENGA,R,259",PQ DOM PEDRO,31052742.000000,1020030.000000,5457963.000000,1,Municipal,15,CENTRO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0,,,
954,333797.74,7394537.14,355030878000003,3550308005001,78,SE,9,SE,Centro,Centro,SE - UBS,"FREDERICO ALVARENGA,R,259",PQ DOM PEDRO,31012344.000000,1220030.000000,5975220.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
955,335850.01,7390507.99,355030834000009,3550308005019,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,IPIRANGA - URSI,"XAVIER DE ALMEIDA,R,210",IPIRANGA,20630622.000000,4211000.000000,2751860.000000,1,Municipal,17,UNIDADE DE REFERENCIA SAUDE DO IDOSO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
956,336082.67,7398417.94,355030886000029,3550308005031,86,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,VILA MARIA - CEO,"JOAO VENTURA BATISTA,R,615",V GUILHERME,29015883.000000,2054100.000000,2788950.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
957,336082.67,7398417.94,355030886000029,3550308005031,86,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,VILA GUILHERME - URSI,"JOAO VENTURA BATISTA,R,615",V GUILHERME,29015883.000000,2054100.000000,2788950.000000,1,Municipal,17,UNIDADE DE REFERENCIA SAUDE DO IDOSO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
958,336273.77,7394013.50,355030853000023,3550308005018,53,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA - URSI,"MARINA CRESPI,R,91",MOOCA,22929512.000000,3112090,2751917.000000,1,Municipal,17,UNIDADE DE REFERENCIA SAUDE DO IDOSO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
959,336423.06,7390853.76,355030834000146,3550308005084,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VISCONDE DE ITAUNA -COE,"LINO COUTINHO,R,141",IPIRANGA,22727220.000000,4207001.000000,5380197.000000,1,Municipal,27,CLINICA ODONTOLOGICA DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,
961,346702.27,7395612.68,355030891000094,3550308005147,91,VILA MATILDE,21,PENHA,Leste,Leste 1,ALEXANDRE ZAIO-AMA,"ALBERTO FLORES,R,S/N",VL. NHOCUN+,67492855.000000,3558000.000000,6143121.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
962,349598.83,7400398.63,355030828000052,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ERMELINO MATARAZZO - AMA,"RODRIGO DE BRUM,AL,1989",V. PARANAGUA,29439944.000000,3807230.000000,6135730.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
963,351299.99,7385828.42,355030875000151,3550308005277,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD S FRANCISCO  - COE,"BANDEIRA DO ARACAMBI,S/N",JD. SAO FRANCISCO,27516712.000000,8310010,2788527.000000,1,Municipal,27,CLINICA ODONTOLOGICA DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,
964,352514.46,7396937.17,355030837000041,3550308005201,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,"WALDOMIRO DE PAULA,PROF - AMA","AUGUSTO CARLOS BAUMANN,R,1074",ITAQUERA,22860086.000000,8210590.000000,6135951.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
965,353528.63,7394455.08,355030847000033,3550308005262,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,JOSE BONIFACIO- COE,"ANDREAS AMON,R,150",ITAQUERA,25242455.000000,8255130.000000,2751895.000000,1,Municipal,27,CLINICA ODONTOLOGICA DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,
966,356770.45,7389691.05,355030825000281,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CIDADE TIRADENTES - HOSPITAL,"METALURGICOS,DOS,AV,2100",CIDADE TIRADENTES,61706000.000000,8471000.000000,5420938.000000,1,Municipal,30,HOSPITAL,7,HOSPITAL,223,,,
967,356979.97,7401031.67,355030836000231,3550308005249,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,ITAIM PAULISTA - COE,"JOSE LEVI SOBRINHO,MAJ,PCA,139",ITAIM PAULISTA,25619443.000000,8110460,2046261.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
968,358183.36,7401303.37,355030836000109,3550308005250,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,TEXIMA - AMA ESPECIALIDADES,"MARECHAL TITO,AV,6035",ITAIM PAULISTA,25683354.000000,5051001.000000,6136028.000000,1,Municipal,49,AMA ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,
969,352867.13,7400735.09,355030874000093,3550308005196,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,TITO LOPES - COE,"ANTONIO GAMA DE CERQUEIRA, PROF,R,347",V AMERICANA,29569099.000000,8010130.000000,2751976.000000,1,Municipal,27,CLINICA ODONTOLOGICA DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,
970,320265.97,7381964.09,355030819000088,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,PARQUE MARIA HELENA - UBS,"BENEDITO MATARAZZO,DR,R,371",PQ MARIA HELENA,55108380.000000,5854090.000000,5992842.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
971,331372.71,7397407.72,355030869000043,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,BORACEA - UBS,"BORACEA,R,270",SANTA CECILIA,,1135010.000000,6048633.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
972,331567.61,7380503.68,355030822000042,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V IMPERIO - UBS,"CATARINA,GABRIELLI,R,150",AMERICAN-POLIS,56246554.000000,4408090.000000,5731143.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
973,330871.82,7378591.92,355030858000064,3550308005216,58,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,CIDADE ADEMAR - CAPS ADULTO,"CONCEICAO DA BOA VIAGEM,R,216",BALNE-RIO MAR PAULISTA,56128313.000000,4463030.000000,5731194.000000,1,Municipal,9,CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,3,SAUDE MENTAL,0,,,
974,351003.36,7397456.78,355030837000030,3550308005199,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,ITAQUERA - CAPS ad,"CORRE CORRE,R,30",ITAQUERA,37563011.000000,8225550.000000,5878675.000000,1,Municipal,10,CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,3,SAUDE MENTAL,0,,,
975,356181.01,7395571.52,355030896000089,3550308005260,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,PLANTAS MEDICINAIS - CR,"COSME DEODATO TADEU,PROF,R,136",GUAIANAZES,29610883.000000,8450380.000000,5841666.000000,1,Municipal,16,CENTRO DE REFERENCIA,1,AMBULATORIOS ESPECIALIZADOS,0,,,
976,332884.68,7389638.74,355030890000093,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,VILA MARIANA APRENDENDO COM SAUDE - UBS,"CUNHA,R,117",V CLEMENTINO,,4037030.000000,5937213.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
977,322329.28,7359461.31,355030855000247,3550308005300,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,MARSILAC - UBS,"ESTRADA ENGENHEIRO MARSILAC,14487",MARSILAC,59752281.000000,4891000.000000,6332471.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
978,322329.28,7359461.31,355030855000247,3550308005300,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JD EMBURA - UBS,"ESTRADA ENGENHEIRO MARSILAC,5529",JD EMBURA,59752192.000000,4893000.000000,6018912.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
979,319225.98,7380999.53,355030819000014,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JARDIM MARACA - UBS,"FERES BECHARA,R,506",JD MARACA,58747421.000000,5867390.000000,5695813.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
980,357263.76,7389224.01,355030825000286,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CIDADE TIRADENTES - CEO,"FERNANDO GANGA,R,14",CIDADE TIRADENTES,25161729.000000,8471000.000000,5468094.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
980,357263.76,7389224.01,355030825000286,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CIDADE TIRADENTES - NIR,"FERNANDO GANGA,R,14",CIDADE TIRADENTES,25161729.000000,8471000.000000,5468094.000000,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
981,347707.87,7396163.61,355030805000062,3550308005149,5,ARTUR ALVIM,21,PENHA,Leste,Leste 1,PQ ARTUR ALVIM - UBS,"HENRIQUE JACOBS,R,269",ARTHUR ALVIM,27494235.000000,3566010.000000,2752328.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
982,326361.44,7376660.93,355030823000062,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CAPELA DO SOCORRO - CAPS ad,"JOSE GARZOTTI,PE,R,545",CIDADE DUTRA,56676277.000000,4806000.000000,5608678.000000,1,Municipal,10,CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,3,SAUDE MENTAL,0,,,
983,329546.53,7364531.40,355030830000327,3550308005303,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CHACARA SANTO AMARO - UBS,"LUIS CARLOS ALMEIDA,R,51",CH-CARA SANTO AMARO,59749922.000000,4875120.000000,6090591.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
984,318953.67,7378732.04,355030843000084,3550308005227,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,M' BOI MIRIM - HOSP,"ESTRADA M' BOI MIRIM,5203",JARDIM ANGELA,58322500.000000,4948970.000000,5718368.000000,1,Municipal,30,HOSPITAL,7,HOSPITAL,277,,,
985,349828.28,7399595.65,355030887000096,3550308005195,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,SAO MIGUEL - CAPS INFANTIL,"MIGUEL DE OLIVEIRA,R,195",S MIGUEL PAULISTA,22147364.000000,8062040.000000,5695791.000000,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTIL,3,SAUDE MENTAL,0,,,
986,349549.24,7401042.10,355030828000079,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ACDEM - NIR,"MIGUEL RACHID,596",V PARANAGU-,25411548.000000,3808130.000000,3420647,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
987,327343.10,7361295.50,355030855000231,3550308005301,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,COLONIA - UBS,"NOSSA SENHORA APARECIDA,R,342",COLONIA PAULISTA,59773269.000000,4892230.000000,6018939.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
988,339045.74,7407841.73,355030881000193,3550308005191,81,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 1,JD FLOR DE MAIO - UBS,"NOVA PAULISTA,AV,561",JD FLOR DE MAIO,29956006.000000,236000.000000,5621267.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
989,348683.73,7400613.48,355030828000001,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,LAR VICENTINO - NIR,"OVIDIO LOPES,253",PQ BOTURUSSU,25465682.000000,3804110.000000,9901411,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
